species,Longitude,Latitude
Carya alba,-89.25,37.1
Carya alba,-91.735833,37.100278
Carya alba,-94.626278,37.133898
Carya alba,-80.56567,37.135937
Carya alba,-88.672269,37.142665
Carya alba,-94.463004,37.146448
Carya alba,-94.7,37.1667
Carya alba,-81.148889,37.171111
Carya alba,-86.324765,37.174126
Carya alba,-94.64312,37.178206
Carya alba,-76.551816,37.189788
Carya alba,-76.735373,37.202989
Carya alba,-92.5811,37.2039
Carya alba,-90.16523,37.21308
Carya alba,-90.966667,37.216667
Carya alba,-80.416122,37.221248
Carya alba,-79.817781,37.23315
Carya alba,-96.04547,37.23943
Carya alba,-88.907733,37.25247
Carya alba,-90.40033,37.25842
Carya alba,-94.920292,37.265905
Carya alba,-76.717658,37.266481
Carya alba,-89.109155,37.277541
Carya alba,-80.469078,37.280135
Carya alba,-82.2937,37.289369
Carya alba,-80.400594,37.301954
Carya alba,-91.406079,37.312676
Carya alba,-92.8634,37.37435
Carya alba,-77.363116,37.374761
Carya alba,-94.759825,37.418514
Carya alba,-77.247481,37.418734
Carya alba,-79.179543,37.419674
Carya alba,-91.380975,37.420575
Carya alba,-80.277092,37.429078
Carya alba,-76.824239,37.441673
Carya alba,-88.644931,37.441674
Carya alba,-94.62137,37.44371
Carya alba,-77.570935,37.445035
Carya alba,-90.216667,37.45
Carya alba,-93.500556,37.461389
Carya alba,-77.650568,37.463358
Carya alba,-89.379066,37.46592
Carya alba,-84.424972,37.483167
Carya alba,-77.965716,37.484575
Carya alba,-75.898423,37.489012
Carya alba,-95.66137,37.50944
Carya alba,-88.693111,37.510884
Carya alba,-77.4679,37.530485
Carya alba,-84.228992,37.562751
Carya alba,-77.804093,37.564454
Carya alba,-77.542206,37.577557
Carya alba,-89.436058,37.585463
Carya alba,-91.163889,37.610278
Carya alba,-89.54737,37.61748
Carya alba,-88.990791,37.620366
Carya alba,-77.58821,37.623818
Carya alba,-76.3911,37.6303
Carya alba,-84.194692,37.632055
Carya alba,-92.077453,37.655645
Carya alba,-89.356454,37.670675
Carya alba,-92.184995,37.671094
Carya alba,-77.925015,37.671198
Carya alba,-92.856667,37.704167
Carya alba,-89.227104,37.710411
Carya alba,-89.849998,37.716667
Carya alba,-89.515449,37.723781
Carya alba,-87.98937,37.73282
Carya alba,-89.224553,37.750919
Carya alba,-89.346174,37.760895
Carya alba,-91.83333,37.76666
Carya alba,-89.543815,37.768264
Carya alba,-84.241969,37.78254
Carya alba,-83.67635,37.82378
Carya alba,-88.025011,37.829671
Carya alba,-89.26603,37.840588
Carya alba,-93.314191,37.878092
Carya alba,-87.564191,37.881271
Carya alba,-84.268333,37.90056
Carya alba,-83.581087,37.901373
Carya alba,-91.977663,37.926151
Carya alba,-87.457222,37.9425
Carya alba,-89.072766,37.969032
Carya alba,-81.208808,37.976097
Carya alba,-87.540083,37.982175
Carya alba,-92.77046,37.98755
Carya alba,-78.511922,37.989497
Carya alba,-84.716872,37.999614
Carya alba,-98,38
Carya alba,-77.798195,38.009575
Carya alba,-77.919647,38.015811
Carya alba,-78.447708,38.024791
Carya alba,-78.553497,38.025112
Carya alba,-78.483828,38.061097
Carya alba,-78.652081,38.070406
Carya alba,-91.254084,38.081443
Carya alba,-94.8744,38.1317
Carya alba,-85.785618,38.164435
Carya alba,-91.083333,38.2
Carya alba,-77.570079,38.207111
Carya alba,-75.5325,38.2169
Carya alba,-77.05,38.22
Carya alba,-78.659939,38.225398
Carya alba,-83.398828,38.24028
Carya alba,-94.5875,38.2553
Carya alba,-77.47428,38.278392
