species,Longitude,Latitude
Carya cordiformis,-94.515617,38.986642
Carya cordiformis,-77.947578,38.989605
Carya cordiformis,-84.565573,38.99361
Carya cordiformis,-78.328036,38.994526
Carya cordiformis,-84.421526,38.998449
Carya cordiformis,-76.935005,39.000592
Carya cordiformis,-90.92611,39.01111
Carya cordiformis,-77.055,39.0144
Carya cordiformis,-77.992614,39.018095
Carya cordiformis,-77.6017,39.0208
Carya cordiformis,-95.703261,39.02295
Carya cordiformis,-95.590379,39.0366
Carya cordiformis,-77.153343,39.040811
Carya cordiformis,-92.234643,39.042482
Carya cordiformis,-84.324589,39.043575
Carya cordiformis,-77.031922,39.053442
Carya cordiformis,-90.945,39.05361
Carya cordiformis,-78.079189,39.058863
Carya cordiformis,-94.602897,39.061261
Carya cordiformis,-77.441038,39.062161
Carya cordiformis,-95.76033,39.064316
Carya cordiformis,-77.351251,39.068062
Carya cordiformis,-84.185837,39.068241
Carya cordiformis,-94.08,39.069167
Carya cordiformis,-84.460702,39.071798
Carya cordiformis,-96.801389,39.0725
Carya cordiformis,-76.772537,39.077789
Carya cordiformis,-89.862769,39.082598
Carya cordiformis,-95.938604,39.083682
Carya cordiformis,-77.969265,39.085485
Carya cordiformis,-82.669739,39.085968
Carya cordiformis,-77.106689,39.086927
Carya cordiformis,-76.926893,39.088159
Carya cordiformis,-94.415507,39.091116
Carya cordiformis,-93.731904,39.099552
Carya cordiformis,-84.654638,39.099883
Carya cordiformis,-77.4775,39.1011
Carya cordiformis,-96.765833,39.1025
Carya cordiformis,-96.606558,39.107225
Carya cordiformis,-95.2083,39.10886
Carya cordiformis,-92.322127,39.134432
Carya cordiformis,-77.86944,39.136951
Carya cordiformis,-84.447517,39.140222
Carya cordiformis,-77.254562,39.141503
Carya cordiformis,-94.66709,39.14492
Carya cordiformis,-76.967511,39.148108
Carya cordiformis,-84.619308,39.154363
Carya cordiformis,-94.393333,39.155556
Carya cordiformis,-95.95166,39.16075
Carya cordiformis,-92.699475,39.162071
Carya cordiformis,-86.538022,39.162722
Carya cordiformis,-77.5206,39.1639
